NumberOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,BadUser
748,105,66,9,37,1
1860,301,17,14,14,1
1827,1851,190,13,37,1
1408,449,505,15,108,1
4540,6058,2856,11,91,1
1319,1053,65,13,19,1
2574,3080,77,12,25,1
421,177,95,13,141,1
1015,394,168,12,0,1
4405,4005,2423,6,47,1
1350,1046,22,10,32,1
1874,524,477,10,0,1
298,107,0,12,86,1
402,44,6,14,0,1
789,201,56,13,73,1
1046,821,19,15,140,1
3442,3854,3216,12,0,1
1285,654,837,11,147,1
970,196,5,7,38,1
142,170,112,15,121,1
1400,1147,3865,6,19,1
1469,1480,1567,13,89,1
2948,2763,2007,10,0,1
171,34,23,13,135,1
1819,368,7,15,98,1
933,8,5,11,23,1
1733,375,105,13,110,1
746,187,28,13,85,1
539,69,15,14,0,1
1631,300,3,11,123,1
10340,9423,2328,8,140,1
9214,8372,6667,8,43,1
9762,8874,5213,7,149,1
210,191,201,15,150,1
1998,908,1453,13,37,1
1174,925,223,13,156,1
1837,1398,1148,12,147,1
611,451,379,14,126,1
2004,1679,4,7,0,1
797,585,298,8,127,1
197,46,5,13,121,1
1677,1341,2185,13,157,1
27,1,0,13,101,1
28,3,7,13,101,1
7,0,4,5,0,1
637,294,72,10,61,1
41,4,8,11,157,1
2001,738,0,10,0,1
123,8,3,12,37,1
1072,388,236,13,85,1
1384,1330,6186,6,83,1
1482,1187,109,9,61,1
435,253,40,14,0,1
10374,9505,3372,7,6,1
1965,862,73,13,0,1
1010,182,900,11,0,1
1825,1147,73,5,80,1
603,365,376,5,76,1
2242,2324,1078,7,144,1
495,112,85,14,64,1
918,760,96,12,83,1
35092,37435,7647,12,105,1
1151,87,104,15,119,1
248,162,60,15,46,1
2,0,0,11,0,1
125,25,15,7,29,1
1375,150,263,7,0,1
693,984,276,13,86,1
42,33,34,14,151,1
33,5,108,12,142,1
843,651,310,11,95,1
17278,15715,21998,11,130,1
2646,2428,984,15,156,1
4271,3882,9095,11,104,1
515,95,48,13,160,1
1981,1284,433,10,42,1
322,76,1,6,28,1
1965,985,454,13,0,1
499,274,153,11,66,1
265,65,51,11,0,1
296,984,5194,13,50,1
43836,41677,866,9,129,1
1229,1238,26,9,132,1
1773,578,131,14,0,1
17555,18351,2788,9,82,1
557,439,284,8,30,1
1306,1299,337,7,150,1
2788,2545,1627,14,57,1
1137,197,19,11,151,1
1692,334,69,9,25,1
768,1236,430,8,129,1
2687,2441,3868,10,43,1
446,269,490,8,17,1
963,312,18,11,71,1
935,382,6,13,70,1
12486,12952,823,8,93,1
592,35,2,7,0,1
249,9,0,13,14,1
2162,1992,218,12,135,1
80,21,5,13,77,1
837,270,5,14,131,1
1125,890,56,13,0,1
1088,516,1,10,49,1
1296,834,149,15,99,1
1248,1294,373,15,45,1
137,38,12,13,21,1
37236,36497,2691,7,108,1
620,122,0,12,0,1
963,475,56,14,92,1
2698,2566,188,12,93,1
112,24,2,10,0,1
26,1,13,12,88,1
106,9,1,14,0,1
608,214,29,14,57,1
2823,2786,2091,12,151,1
964,35,261,9,0,1
2000,485,116,13,27,1
1933,233,1,14,68,1
957,796,13,13,61,1
32,3,44,10,15,1
612,503,63,8,0,1
281,37,6,12,47,1
274,77,1,10,62,1
4848,12707,1643,10,126,1
10344,9406,164,13,0,1
2144,1950,1510,15,43,1
1812,346,1183,14,0,1
1986,748,717,8,32,1
1435,509,341,10,0,1
1127,1079,1016,8,0,1
6229,6313,1535,9,43,1
1701,1066,1230,9,40,1
1230,1127,5141,15,0,1
976,194,65,15,114,1
1810,1360,3308,15,149,1
482,127,0,7,146,1
185,63,28,11,0,1
558,521,1030,12,28,1
1052,1749,4176,15,62,1
627,5327,226,10,0,1
599,75,9,8,57,1
1327,290,222,8,50,1
2323,2124,2104,14,49,1
2290,2089,3740,9,65,1
807,193,4,14,0,1
1737,968,34,9,43,1
1938,563,612,8,10,1
1356,1208,28,9,54,1
6270,5696,2533,7,24,1
93,56,68,8,106,1
1271,1486,3818,13,147,1
49882,49202,2396,12,34,1
2098,1910,414,12,89,1
1301,560,32,9,83,1
221,33,21,12,0,1
6858,6961,211,9,98,1
775,705,160,13,48,1
796,117,2,13,0,1
1199,303,907,10,97,1
1848,1374,437,10,56,1
2583,2351,748,13,25,1
1719,907,869,10,46,1
1715,1493,6395,11,134,1
99,33,112,15,33,1
1897,1484,1691,13,146,1
1029,287,71,6,57,1
268,120,8,15,73,1
586,194,0,14,0,1
24428,22564,8536,12,156,1
1996,1763,3,13,94,1
1696,1176,64,11,63,1
277,201,302,10,0,1
4708,4714,1342,7,31,1
1444,1204,269,12,124,1
177,37,8,13,113,1
1755,1484,1878,13,116,1
229,13,1,13,28,1
16094,15227,303,7,108,1
3627,3325,2033,15,109,1
890,153,12,8,108,1
1946,1134,55,11,74,1
1997,1674,0,9,46,1
535,360,33,10,43,1
2038,1871,85,12,110,1
1025,368,3960,10,111,1
7172,7045,2074,15,51,1
472,65,3,13,24,1
977,132,10,10,0,1
5433,5187,826,12,123,1
1096,111,1,14,0,1
34,0,1,8,0,1
292,101,19,10,0,1
1385,265,62,10,0,1
434,7,0,9,44,1
8850,8050,9231,8,111,1
1016,344,239,13,160,1
28,9,34,13,101,1
725,55,27,15,112,1
609,22,2,14,0,1
7446,6823,578,14,75,1
502,439,24,9,147,1
571,35,1,14,31,1
2343,2204,487,11,49,1
1293,690,204,15,120,1
180,35,276,13,0,1
733,476,1731,9,155,1
172,28,27,7,18,1
949,82,6,6,0,1
1123,828,108,14,117,1
946,235,4,10,0,1
1991,1184,413,15,150,1
3335,3064,321,10,95,1
1560,1156,1824,13,155,1
6641,6043,2137,10,0,1
2048,2385,6013,8,103,1
2680,2457,10699,10,110,1
5063,5034,3171,15,153,1
250,104,14,9,0,1
1749,290,20,10,99,1
4256,4249,4878,10,86,1
333,105,155,8,0,1
1376,1238,2523,15,0,1
531,319,243,7,0,1
1616,1071,6,10,0,1
311,26,7,11,159,1
1999,838,129,14,157,1
1790,972,185,13,24,1
1627,1103,141,12,141,1
2780,2538,2022,10,91,1
287,59,1,11,88,1
175,59,34,12,41,1
881,755,174,9,38,1
471,158,68,14,149,1
958,591,1649,15,81,1
258,85,41,15,102,1
14355,13111,524,10,148,1
5641,5545,13699,12,64,1
1317,1369,344,15,153,1
1325,444,5308,9,31,1
1108,432,17,14,67,1
1005,164,65,15,21,1
1259,1491,93,12,85,1
1647,1226,313,15,21,1
1667,469,419,15,92,1
538,84,103,9,131,1
1122,416,637,10,0,1
4333,3965,1342,7,67,1
3114,2830,2335,8,73,1
1481,585,842,13,38,1
1007,629,615,11,0,1
950,476,134,9,21,1
814,241,469,13,0,1
4819,4435,10,13,156,1
2327,2133,1924,5,0,1
1135,646,378,14,0,1
296,164,29,7,69,1
10271,9696,2241,8,128,1
884,303,56,15,74,1
214,94,33,9,145,1
2895,2924,2505,14,135,1
1087,739,334,7,87,1
933,264,205,12,77,1
1362,1600,4929,7,158,1
1599,402,77,13,20,1
1744,485,47,9,131,1
168,25,7,14,0,1
298,35,2,13,50,1
257,88,561,9,0,1
421,50,2,10,26,1
479,59,6,14,0,1
1866,1512,16,13,14,1
1256,552,7,15,0,1
311,235,50,8,0,1
1881,1251,166,8,88,1
147,12,1,13,0,1
1125,760,31,11,29,1
226,15,5,6,109,1
223,36,0,9,0,1
553,230,6,10,33,1
1538,725,1493,10,75,1
1246,668,54,11,137,1
404,115,677,10,117,1
18786,17558,14260,8,147,1
838,393,0,12,141,1
4325,3941,1230,13,83,1
5694,5431,278,10,85,1
1418,255,173,15,0,1
26,1,49,10,0,1
882,79,78,10,64,1
34,8,35,15,0,1
96,4,3,14,0,1
229,97,10,10,0,1
633,268,81,12,94,1
1691,795,145,10,0,1
2466,2244,3149,14,0,1
726,316,3,15,0,1
1591,1683,488,7,89,1
905,135,4,13,0,1
1858,765,6,10,0,1
893,40,127,11,12,1
1426,893,394,8,66,1
1980,624,1056,11,114,1
50,13,1,14,76,1
446,39,5,14,48,1
1835,532,17,8,53,1
1449,327,0,9,35,1
1019,338,38,8,0,1
3022,2749,4315,8,141,1
2000,452,33,11,0,1
1898,1642,2005,14,77,1
1704,1122,828,6,26,1
2001,1070,108,13,156,1
3326,3023,1790,12,90,1
852,74,8,10,41,1
1500,308,0,13,0,1
1760,4836,277,15,95,1
1374,737,122,7,31,1
1001,742,119,10,45,1
1623,1280,178,14,127,1
1170,572,241,10,67,1
2526,2466,90,8,49,1
711,168,1,15,85,1
518,235,57,15,155,1
2376,2164,29,15,50,1
826,469,38,9,0,1
1854,1196,126,14,139,1
2172,2061,3486,7,38,1
764,178,37,14,56,1
4191,4112,942,8,95,1
505,157,29,7,142,1
459,433,551,15,53,1
1551,1806,220,15,152,1
1092,756,54,10,76,1
516,434,643,13,0,1
1539,368,1868,15,28,1
3653,3320,6244,6,131,1
336,43,9,9,73,1
1789,1639,2883,9,40,1
21,24,27,6,0,1
395,44,8,13,142,1
5,2,21,15,0,1
1997,1556,336,13,0,1
270,178,159,9,0,1
3868,3981,620,12,140,1
124,67,31,13,40,1
557,56,278,13,121,1
1403,836,7,10,36,1
3955,3604,7944,13,136,1
2888,2766,256,15,60,1
1687,875,152,13,59,1
234,83,6,15,74,1
1278,350,43,11,0,1
541,312,60,15,0,1
1770,684,1557,10,51,1
2001,827,23,11,46,1
1396,746,929,13,43,1
2002,1036,4344,12,156,1
997,391,101,8,0,1
568,179,54,15,105,1
194,74,17,8,9,1
2001,1508,994,8,67,1
1446,1099,156,11,135,1
2144,2067,145,12,0,1
1263,588,45,13,44,1
1027,338,2,10,113,1
181,7,73,5,0,1
8349,7623,4266,12,152,1
297,37,4,8,157,1
1304,305,3,15,47,1
1460,353,19,12,0,1
1142,565,132,10,66,1
5663,5334,1938,11,146,1
180,22,6,14,0,1
765,83,0,9,0,1
15395,14330,3623,8,154,1
2000,1712,164,13,85,1
2652,2415,2005,14,75,1
260,35,103,13,109,1
457,41,179,11,124,1
2379,2207,829,9,109,1
1764,418,27,11,42,1
9,3,2,9,0,1
439,110,39,7,20,1
5711,5603,331,15,158,1
1567,1428,14505,10,26,1
13930,12944,381,14,109,1
461,171,35,14,91,1
917,61,127,13,118,1
346,42,4,9,15,1
1374,181,30,13,111,1
435,66,125,15,20,1
365,65,26,9,0,1
236,21,282,11,0,1
1855,378,499,15,19,1
481,119,9,14,45,1
283,128,945,13,56,1
1801,1425,230,13,153,1
380,29,1,15,111,1
683,46,62,14,0,1
753,718,496,10,124,1
5651,5165,25,13,81,1
1076,185,16,9,0,1
399,57,3,10,32,1
4652,4287,148,7,29,1
770,358,1,13,0,1
1350,535,2,15,100,1
98,12,3,11,0,1
2025,1840,8094,14,0,1
1243,199,1,9,0,1
8351,8727,6281,8,160,1
141,27,102,14,98,1
1975,421,6,8,76,1
1314,775,822,10,134,1
420,53,4,12,50,1
1252,234,115,14,73,1
167,39,52,11,0,1
374,63,32,12,111,1
1337,225,222,9,77,1
574,396,187,13,23,1
766,174,25,8,40,1
931,228,50,11,84,1
2591,2366,110,11,20,1
507,296,261,11,76,1
2089,2009,17,11,80,1
13213,12059,5255,13,156,1
421,90,61,8,93,1
45,12,127,10,95,1
1801,628,180,15,149,1
1174,224,542,13,23,1
1792,431,189,10,79,1
4944,4648,200,12,109,1
4689,4606,904,15,24,1
1089,164,1903,7,33,1
3430,3130,626,8,0,1
1224,554,317,11,151,1
2214,2013,769,8,90,1
1420,622,670,14,21,1
1938,1545,170,13,51,1
2001,889,91,10,58,1
952,611,62,7,148,1
2001,1596,1027,13,112,1
272,61,46,12,0,1
1397,397,3770,13,99,1
431,49,16,13,52,1
180,16,6,15,46,1
842,422,2,12,0,1
8207,7682,146,12,160,1
224,91,7,11,74,1
129,21,12,10,26,1
3378,3076,1689,11,119,1
1735,1190,372,13,152,1
2001,851,237,9,34,1
1834,1199,72,10,51,1
525,69,8,11,0,1
2438,2215,2599,11,61,1
1942,1222,344,13,157,1
1248,155,0,4,63,1
1846,368,207,14,157,1
590,132,1,15,0,1
1972,1694,1112,12,63,1
1998,1732,195,8,40,1
395,220,33,14,156,1
72,17,7,9,140,1
607,168,39,7,21,1
394,91,33,7,18,1
869,53,6,15,86,1
5145,4857,239,12,35,1
116,27,54,10,33,1
227,153,106,7,103,1
5361,5358,143,12,160,1
27343,30090,3052,13,134,1
2938,4322,782,11,155,1
3393,3117,1,9,0,1
714,203,74,15,56,1
1089,521,227,12,65,1
91,15,99,15,85,1
2001,1730,2547,15,41,1
935,501,44,10,90,1
926,284,47,13,48,1
193,108,7,7,85,1
1646,536,234,13,75,1
1857,568,210,11,124,1
2113,1956,283,13,0,1
2498,2377,2952,12,62,1
8273,8145,2316,12,110,1
60,11,0,5,0,1
1865,1804,506,9,110,1
667,221,1,8,0,1
2585,2394,370,13,0,1
15071,15485,2849,9,160,1
490,351,53,11,21,1
649,254,0,12,160,1
2885,2796,1122,12,159,1
1929,280,2,11,0,1
1031,863,127,8,142,1
62,16,25,11,36,1
17,0,5,9,0,1
398,225,302,9,0,1
1017,738,5686,14,52,1
705,166,74,15,68,1
1398,457,165,13,49,1
47,16,88,10,98,1
1248,221,1671,7,33,1
1516,345,8,7,85,1
592,348,99,7,105,1
1402,1282,12,9,53,1
1777,867,22,9,24,1
1505,1341,2136,15,115,1
2993,2880,46,10,76,1
5487,5592,1519,14,64,1
444,146,95,12,61,1
2001,1807,11,9,63,1
1423,413,73,11,16,1
18857,18876,471,13,127,1
450,58,0,8,0,1
1024,104,6,15,47,1
32612,31687,8230,11,73,1
104,32,123,10,118,1
1206,841,214,13,32,1
70,1,0,12,0,1
1685,1113,259,13,44,1
19681,19227,25137,11,139,1
2001,840,58,11,96,1
1782,792,596,13,42,1
2287,2081,443,10,34,1
550,129,32,7,20,1
1203,635,2,14,63,1
1855,1898,89,7,20,1
1999,632,28,15,109,1
1747,523,14,14,70,1
1998,677,21,13,0,1
4656,4400,2893,15,53,1
1684,615,13,14,0,1
858,213,52,13,109,1
2902,2650,186,11,41,1
1620,433,159,14,90,1
1300,815,120,13,27,1
981,450,64,12,104,1
6177,5616,7744,12,157,1
1919,1411,393,12,0,1
146,20,3,11,0,1
552,101,5,13,77,1
6342,5766,653,14,137,1
3782,3813,1819,15,92,1
550,100,32,7,21,1
490,358,59,11,89,1
5145,4701,3429,12,160,1
187,16,1,13,0,1
1073,591,8,13,97,1
1818,1843,1938,14,57,1
227,37,1,14,0,1
2000,705,90,13,113,1
842,194,5,8,53,1
559,82,235,15,62,1
1347,782,698,8,0,1
1997,1745,536,14,139,1
139,8,1,15,0,1
838,240,81,9,0,1
2001,1413,17,12,60,1
1068,681,14,14,98,1
927,724,89,9,96,1
274,79,0,13,0,1
3479,3252,2487,5,0,1
795,305,133,14,33,1
12951,14013,1060,6,104,1
238,181,129,12,0,1
834,355,115,7,103,1
828,460,199,15,145,1
980,784,14,9,98,1
1741,648,10,12,0,1
3638,3810,648,15,67,1
1783,1249,186,14,91,1
2001,530,31,14,93,1
1182,906,234,8,0,1
1586,320,0,7,0,1
16463,15311,570,9,95,1
448,174,31,12,0,1
553,344,4,15,0,1
3207,3405,325,10,85,1
545,264,13,11,38,1
591,154,0,15,0,1
3592,3268,5331,12,44,1
3860,3710,199,8,130,1
5116,4642,541,15,38,1
5595,5098,1534,8,134,1
414,105,160,15,39,1
561,341,64,15,130,1
1839,923,1056,12,132,1
930,295,7,12,110,1
481,139,1,9,0,1
2469,2241,5646,11,60,1
750,300,175,10,155,1
1391,459,35,8,0,1
3099,2884,1033,10,84,1
390,90,11,11,124,1
4939,4720,1187,10,63,1
2001,1723,661,12,160,1
14069,15876,1345,11,47,1
3261,3248,2619,15,128,1
2001,1787,1175,12,151,1
969,198,234,12,160,1
166,85,177,8,0,1
1836,688,283,12,0,1
239,12,0,14,0,1
1215,203,21,14,0,1
13,6,13,10,0,1
4671,4282,11928,12,69,1
1348,743,6223,9,49,1
781,145,21,11,0,1
1326,190,1,13,25,1
49,1,51,10,88,1
120,11,4,15,87,1
694,98,0,10,155,1
451,62,66,13,54,1
445,37,4,9,18,1
7672,7129,1029,13,121,1
5531,5025,383,10,88,1
2022,1839,1202,12,47,1
4262,3879,821,14,14,1
338,279,181,13,41,1
2094,1927,20873,15,121,1
2001,1286,1690,13,158,1
891,512,21,13,0,1
1956,1547,1318,15,96,1
1181,940,981,12,139,1
1380,518,811,13,0,1
3174,3289,279,9,58,1
1417,1457,536,12,56,1
10,3,8,6,0,1
1333,229,2,9,49,1
110,37,16,9,54,1
397,243,6233,10,157,1
221,23,35,7,15,1
296,46,35,7,20,1
2018,1890,3014,12,74,1
1846,1941,126,15,127,1
16593,15082,1224,8,145,1
802,386,84,12,51,1
16040,15837,4247,13,159,1
604,216,0,13,0,1
739,811,768,15,90,1
1827,1383,797,13,96,1
536,30,13,13,0,1
16707,16159,4522,10,136,1
30,6,21,8,63,1
10884,10480,6556,7,158,1
39225,41546,42606,11,111,1
1997,219,13,9,0,1
45,6,88,13,0,1
149,29,6,9,0,1
1871,598,4200,13,55,1
435,409,2228,10,19,1
3248,2973,188,12,111,1
739,103,6,10,0,1
291,13,1,7,27,1
19069,17383,15206,11,83,1
375,233,28,13,91,1
322,184,16,10,112,1
377,194,21,7,46,1
1508,1248,126,11,33,1
1440,670,236,12,85,1
2836,2693,94,11,74,1
1356,1164,76,10,0,1
1702,1502,161,14,8,1
1995,502,80,14,160,1
7578,7052,5788,12,159,1
2001,877,3952,7,39,1
577,113,36,12,88,1
503,363,222,11,107,1
1919,178,562,15,61,1
1994,514,99,12,61,1
572,319,1162,9,47,1
392,98,54,9,0,1
1993,968,3181,11,0,1
862,948,25,14,11,1
4217,3860,2057,11,39,1
2025,1920,5476,12,152,1
494,248,148,13,80,1
494,330,315,14,79,1
476,250,51,14,0,1
1752,586,45,11,44,1
9272,8431,7968,14,124,1
920,645,113,7,74,1
1623,1128,1058,12,0,1
563,127,37,7,19,1
1677,1471,82,9,24,1
815,583,63,12,60,1
6697,6472,1027,12,92,1
480,161,0,10,0,1
1142,638,326,14,0,1
411,6,1,15,55,1
1123,749,51,14,112,1
814,290,13,8,143,1
1954,997,76,10,60,1
1998,392,38,12,74,1
1489,626,10,13,132,1
2977,2706,2786,15,160,1
48227,44765,401,13,97,1
4,0,0,9,0,1
772,304,3,14,0,1
21,0,0,11,0,1
856,642,21,11,100,1
866,161,33,10,64,1
41,3,24,12,105,1
27,0,0,15,0,1
11708,10727,4434,10,110,1
2800,2545,1080,8,0,1
378,31,0,11,0,1
106,15,32,7,25,1
12,1,0,7,51,1
1178,174,5,15,94,1
2001,841,1349,14,31,1
34,7,57,15,0,1
24,13,61,14,0,1
11,4,61,14,0,1
775,111,23,13,108,1
7729,8035,1080,8,154,1
1458,400,6,7,0,1
3633,3352,145,10,137,1
450,322,436,9,43,1
1180,435,18,13,72,1
935,176,40,10,136,1
1087,683,13,14,0,1
216,7,1,13,0,1
967,160,21,15,139,1
2680,2436,8111,12,51,1
1821,611,492,11,0,1
1439,422,392,15,0,1
4701,5300,4678,6,68,1
2721,2474,2773,10,92,1
121,25,33,11,0,1
1594,1567,766,13,73,1
633,573,156,10,47,1
358,196,254,14,32,1
957,557,2,10,62,1
15277,14172,297,9,68,1
3092,2825,6883,9,18,1
7029,6539,389,12,102,1
622,160,9,12,84,1
1946,635,536,14,102,1
1086,1224,176,12,101,1
1984,932,66,14,20,1
1173,403,11,13,108,1
947,3912,283,11,32,1
1105,835,736,14,40,1
3734,3424,1609,12,130,1
2202,2101,0,11,0,1
1350,334,1543,10,72,1
605,289,0,15,0,1
518,315,90,7,0,1
1277,225,44,15,146,1
2001,474,603,13,34,1
416,300,186,9,45,1
4017,8162,8969,15,149,1
187,135,208,12,85,1
2566,2331,472,8,23,1
225,65,5,8,99,1
146,38,1,11,99,1
119,27,1,4,99,1
493,1043,2377,13,0,1
407,58,5,9,0,1
1803,447,2634,14,0,1
499,148,5,11,105,1
3,0,2,11,0,1
628,308,134,12,70,1
2260,2066,12340,15,105,1
210,68,38,13,52,1
203,25,8,10,34,1
38,8,76,15,0,1
1873,987,990,13,49,1
1415,202,1898,13,0,1
534,60,7,13,21,1
258,53,62,9,32,1
1852,223,12,12,35,1
36,4,0,11,94,1
2000,1366,1913,10,42,1
19480,19663,6189,13,136,1
299,56,647,7,66,1
371,198,54,12,0,1
1886,1207,9493,14,101,1
1240,665,1129,10,57,1
1998,1208,121,15,39,1
1711,1044,75,11,0,1
564,211,52,7,0,1
913,762,1234,15,49,1
1199,1130,1242,7,29,1
1914,1758,1885,11,157,1
887,259,158,15,153,1
7555,6876,2084,9,68,1
10484,9715,7345,12,86,1
5626,5164,35,9,0,1
1819,13173,1220,8,61,1
1949,1599,3096,10,92,1
542,129,34,7,23,1
35,3,151,10,102,1
35,4,70,13,90,1
339,144,34,13,140,1
298,135,1,14,0,1
801,477,665,10,0,1
3552,3230,3962,8,129,1
11802,12055,1222,13,80,1
14695,14567,2934,12,75,1
394,98,5,13,35,1
1918,2958,84,8,47,1
475,104,3,13,41,1
1426,269,54,12,0,1
2001,943,22,12,111,1
4067,5224,3987,14,91,1
1068,138,1,11,0,1
1438,359,976,10,0,1
971,304,110,10,0,1
10508,9678,1986,10,159,1
359,119,79,14,91,1
4412,4064,1277,12,153,1
214,87,43,12,70,1
38565,35241,16988,12,154,1
903,741,2,15,0,1
1989,501,2704,12,27,1
17866,16330,918,8,92,1
39,10,412,11,92,1
2767,2539,55,13,50,1
240,23,0,15,0,1
163,59,115,11,112,1
8488,8012,5194,15,131,1
130,27,16,11,159,1
194,28,5,14,0,1
999,112,1,11,0,1
1376,704,21,6,54,1
4,1,1,12,0,1
657,278,1342,15,52,1
1871,187,191,12,0,1
1422,943,222,7,76,1
1650,1373,26,12,41,1
1275,1115,1652,12,114,1
296,76,28,7,21,1
647,272,12,12,131,1
12028,11033,5176,15,106,1
443,402,21,11,68,1
324,257,222,8,0,1
1969,651,26,12,103,1
156,21,1,8,0,1
551,217,26,13,101,1
1049,529,70,12,0,1
368,63,0,7,0,1
327,47,16,13,0,1
3139,2883,885,12,134,1
2003,292,124,12,149,1
4911,4464,1073,15,140,1
27,2,62,12,99,1
1240,114,3,15,0,1
759,134,21,12,73,1
2,0,20,12,0,1
375,183,0,9,0,1
3195,3031,159,9,26,1
22,2,245,13,89,1
134,20,11,14,111,1
1077,141,2,12,49,1
1048,208,29,10,44,1
17665,17052,4586,14,0,1
518,153,2402,8,37,1
1078,1082,14625,7,33,1
1660,1546,53,13,76,1
1368,1054,115,6,152,1
1934,1793,424,14,103,1
1578,1253,437,15,39,1
1282,318,851,12,0,1
504,91,121,13,55,1
7327,8070,374,13,37,1
3787,3550,1665,13,160,1
224,41,1,14,0,1
1995,1656,33,14,109,1
3225,2946,879,15,152,1
316,36,34,15,0,1
1205,150,1,8,0,1
346,33,236,10,0,1
1116,85,4,13,70,1
965,180,65,13,0,1
381,3,1,13,0,1
150,0,0,13,0,1
732,277,73,15,155,1
379,248,10,11,93,1
1427,629,55,12,28,1
1996,1612,344,14,135,1
1354,896,4,9,49,1
1013,327,2,15,46,1
421,213,1,9,0,1
2155,1960,1911,14,68,1
46501,45181,7908,8,159,1
1832,1061,28,11,0,1
1630,1192,98,11,0,1
383,131,18,8,64,1
394,142,13,10,71,1
1245,433,11,13,102,1
285,123,14,4,33,1
27427,24990,179,12,81,1
497,49,27,9,0,1
8587,8001,1631,12,59,1
1432,371,49,10,158,1
751,425,196,14,117,1
653,300,65,15,43,1
1485,1143,456,15,124,1
383,52,22,12,33,1
1048,915,1018,9,144,1
2924,2658,90,14,0,1
77,1,1,9,99,1
255,25,82,11,50,1
3589,3450,401,10,31,1
778,218,39,14,82,1
303,176,260,10,0,1
618,138,3,6,0,1
2008,1828,529,12,128,1
489,21,1,15,105,1
659,91,5,9,80,1
1997,1152,3887,10,44,1
1151,208,1323,13,95,1
1614,361,65,9,24,1
424,412,59,13,24,1
15644,14376,65,10,64,1
298,188,2120,14,0,1
1834,957,1272,14,0,1
2862,2652,74,10,84,1
3797,3478,333,9,0,1
9281,8456,8429,7,0,1
1312,839,888,15,23,1
169,88,14,11,98,1
855,129,945,7,87,1
1831,925,1013,5,130,1
1848,249,18,15,25,1
13,0,36,12,0,1
240,70,100,15,63,1
14049,12856,618,9,159,1
77,0,3,11,49,1
921,230,42,11,0,1
669,74,9,13,59,1
1147,217,4,12,150,1
14546,13464,318,13,140,1
848,743,53,9,40,1
181,16,2,15,0,1
433,143,44,13,69,1
309,72,501,11,0,1
1099,480,68,8,0,1
1678,833,14,8,0,1
407,79,6,12,57,1
4167,3897,1154,14,29,1
903,55,13,13,111,1
1058,213,82,15,141,1
3947,3812,15835,11,144,1
769,833,11,13,155,1
760,81,6,12,93,1
200,135,0,10,55,1
1088,728,182,11,32,1
209,150,0,11,29,1
615,673,1834,10,99,1
1659,1590,7648,12,145,1
1340,216,50,12,0,1
2390,2418,35,14,0,1
638,1045,60,13,24,1
534,320,100,12,94,1
1432,981,10,15,0,1
34791,32978,465,11,149,1
1818,519,2109,13,142,1
1636,681,216,7,110,1
657,431,54,11,0,1
2637,2410,181,7,41,1
1985,490,11,14,128,1
723,127,99,12,120,1
1748,1369,84,6,153,1
99,46,57,15,66,1
984,863,268,13,17,1
1183,361,8,13,0,1
897,168,2,10,0,1
787,252,1077,12,28,1
1574,1051,3355,12,155,1
786,699,65,6,139,1
1405,860,0,12,0,1
543,172,523,6,157,1
6024,7256,538,9,66,1
799,319,99,15,87,1
1741,1216,1359,8,112,1
1023,419,23,14,92,1
682,235,6,12,94,1
958,261,3,9,0,1
1869,772,111,14,62,1
2001,1696,258,15,159,1
1060,342,79,12,62,1
6995,7135,6618,11,97,1
1535,1011,490,12,92,1
561,194,129,14,87,1
737,80,1,13,0,1
1745,393,330,15,0,1
2713,2465,769,12,88,1
1905,1299,262,10,69,1
610,162,291,12,46,1
394,112,0,13,0,1
1594,666,31,10,60,1
5990,5494,19,11,0,1
2000,989,209,11,151,1
1432,784,8,10,46,1
10463,10715,702,12,87,1
1786,1669,1511,14,73,1
1683,1247,2184,15,47,1
1258,673,414,15,127,1
672,154,51,6,0,1
1856,890,5,13,0,1
1694,351,61,10,99,1
1911,320,488,10,0,1
831,118,7,12,81,1
1164,422,1,10,0,1
693,146,30,6,66,1
202,119,67,12,0,1
403,68,83,9,42,1
1507,1151,7544,6,55,1
1225,739,130,13,152,1
12247,11930,32951,15,114,1
11990,12390,1006,13,103,1
2001,1223,49,12,44,1
372,80,19,11,157,1
1858,957,322,12,0,1
2003,1658,3787,10,98,1
1998,1250,464,14,0,1
1,0,1,12,127,1
898,315,931,15,0,1
1945,1257,1425,7,153,1
329,21,5,15,0,1
2551,2321,2007,15,34,1
8853,8671,1376,8,117,1
2208,2106,2175,15,66,1
1996,1613,265,13,80,1
26,7,1,11,0,1
644,87,1,13,0,1
1899,1655,609,7,4,1
2587,2371,366,13,154,1
2438,2254,2747,9,136,1
566,414,175,9,85,1
5495,5096,230,11,112,1
1721,1035,182,10,101,1
1029,618,16,11,156,1
740,321,25,14,93,1
1763,1390,43,13,76,1
1992,2087,512,12,109,1
417,241,45,5,10,1
785,155,772,14,0,1
1303,766,1220,11,0,1
1488,846,89,10,113,1
230,40,23,14,141,1
328,437,6053,9,30,1
807,290,273,13,89,1
2001,816,1984,6,0,1
2001,1622,2420,15,56,1
6132,5601,12957,12,41,1
1997,656,20,15,0,1
1805,855,176,14,141,1
1556,1362,188,8,149,1
1839,1268,78,10,92,1
625,195,20,11,38,1
275,71,18,15,143,1
743,482,100,10,160,1
1759,877,269,15,30,1
293,97,440,9,95,1
5746,5284,40,6,103,1
1961,443,3,12,77,1
441,149,69,9,43,1
